id,category,subcategory,difficulty,question_type,question,option_a,option_b,option_c,option_d,correct_answer,explanation,fun_fact,xp_reward,time_limit,tags,exam_relevance,source,source_file,content_id,session,module,answer_type,word_limit,time_limit_seconds,xp,active,olq,notes,status
OIR0052,Classification,OIR,Low,OIR,Select the one which is different from the other four responses. (a) Flute (b) Guitar (c) Sitar (d) Violin,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,,,,,,,
OIR0053,Classification,OIR,Medium,OIR,"Find the odd word in each of the following lines: Needle, Tackle, Nail, Knife, Pin",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,,,,,,,
OIR0054,Classification,OIR,Low,OIR,"Find the odd word: Circle, Square, Triangle, Hexagon, Pentagon",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,,,,,,,
OIR0055,Non Mirror Images,OIR,Low,OIR,Choose the alternative which most closely resembles the mirror image of the given combination: TRIUMPHS,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,,,,,,,
OIR0056,Non Mirror Images,OIR,Medium,OIR,Choose the alternative which most closely resembles the mirror image of the given combination: 73AP4OD8,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,,,,,,,
OIR0057,Non Mirror Images,OIR,Low,OIR,Choose the alternative which shows the correct water image of the word given: FROG,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,,,,,,,
OIR0058,Non Figure Series,OIR,High,OIR,"In a series of figures where a main geometry rotates 90 degrees anti-clockwise in each step and its shaded portions shift to the connecting lines, what constitutes the next figure logically?",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,,,,,,,
OIR0059,Non Figure Series,OIR,High,OIR,"In a series of hexagons where two inner designs move one step clockwise and two other designs move one step anti-clockwise alternately, what constitutes the next sequence?",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,,,,,,,
OIR0060,Non Pattern Recognition,OIR,High,OIR,A cube whose two adjacent faces are coloured is cut into 64 identical small cubes. How many of these small cubes are not coloured at all?,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,,,,,,,
OIR0061,Non Pattern Recognition,OIR,Medium,OIR,"Two positions of a dice are shown (showing faces 5,6,4 and 2,1,5). What will be the number at the bottom, if 5 is at the top?",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,,,,,,,
OIR0062,Non Pattern Recognition,OIR,Medium,OIR,A figure X is given followed by four figures. The candidate has to select the figure in which the problem figure X is perfectly embedded. How is this solved?,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,,,,,,,
OIR0063,Non Pattern Recognition,OIR,Medium,OIR,A figure is given which has a definite geometric pattern but nearly a quarter of that pattern is left blank. The candidate must complete it. What is the objective?,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,,,,,,,
WAT0001,Sense of Responsibility,WAT,Medium,WAT,CAREFUL,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0002,Cooperation,WAT,Easy,WAT,AGREE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0003,Liveliness,WAT,Easy,WAT,BEAUTIFUL,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0004,Determination,WAT,Hard,WAT,CANNOT,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0005,Reasoning Ability,WAT,Hard,WAT,CONFUSE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0006,Social Adaptability,WAT,Hard,WAT,BAD,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0007,Ability to Influence the Group,WAT,Medium,WAT,CROWD,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0008,Organising Ability,WAT,Easy,WAT,COMPLETE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0009,Power of Expression,WAT,Medium,WAT,INSTRUCTION,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0010,Sense of Responsibility,WAT,Hard,WAT,CHEAT,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0011,Liveliness,WAT,Medium,WAT,ENCOURAGEMENT,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0012,Courage,WAT,Hard,WAT,CRY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0013,Effective Intelligence,WAT,Medium,WAT,QUALITY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0014,Social Adaptability,WAT,Easy,WAT,COMPANY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0015,Sense of Responsibility,WAT,Medium,WAT,HONOUR,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0016,Determination,WAT,Hard,WAT,DEFEAT,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0017,Reasoning Ability,WAT,Medium,WAT,REASON,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0018,Power of Expression,WAT,Easy,WAT,CONVERSATION,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0019,Courage,WAT,Hard,WAT,OPPOSITION,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0020,Liveliness,WAT,Hard,WAT,DISTURB,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0021,Speed of Decision,WAT,Medium,WAT,SPEED,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0022,Cooperation,WAT,Easy,WAT,COOPERATION,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0023,Sense of Responsibility,WAT,Easy,WAT,PARENTS,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0024,Determination,WAT,Medium,WAT,DREAM,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0025,Self-Confidence,WAT,Easy,WAT,SURE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0026,Social Adaptability,WAT,Easy,WAT,FRIENDSHIP,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0027,Cooperation,WAT,Medium,WAT,SYMPATHY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0028,Courage,WAT,Hard,WAT,FEARFUL,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0029,Effective Intelligence,WAT,Medium,WAT,ADVERTISEMENT,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0030,Cooperation,WAT,Easy,WAT,GIVE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0031,Cooperation,WAT,Easy,WAT,TEAM,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0032,Determination,WAT,Medium,WAT,HEIGHT,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0033,Organising Ability,WAT,Medium,WAT,BUSY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0034,Cooperation,WAT,Easy,WAT,HELP,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0035,Self-Confidence,WAT,Medium,WAT,ASSERT,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0036,Initiative,WAT,Hard,WAT,HELPLESS,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0037,Ability to Influence the Group,WAT,Medium,WAT,ENFORCE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0038,Sense of Responsibility,WAT,Medium,WAT,TRUTH,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0039,Cooperation,WAT,Medium,WAT,CONTRIBUTE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0040,Determination,WAT,Easy,WAT,HIGH,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0041,Liveliness,WAT,Easy,WAT,FILMS,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0042,Social Adaptability,WAT,Hard,WAT,UNTOUCHABILITY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0043,Sense of Responsibility,WAT,Hard,WAT,EXPLOITATION,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0044,Effective Intelligence,WAT,Medium,WAT,HINT,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0045,Determination,WAT,Medium,WAT,LIMIT,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0046,Social Adaptability,WAT,Hard,WAT,ALOOF,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0047,Liveliness,WAT,Easy,WAT,BLESSING,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0048,Liveliness,WAT,Easy,WAT,HOLIDAY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0049,Speed of Decision,WAT,Medium,WAT,MOVEMENT,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0050,Sense of Responsibility,WAT,Hard,WAT,BLUFF,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0051,Organising Ability,WAT,Medium,WAT,EMPLOY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0052,Sense of Responsibility,WAT,Hard,WAT,INJURED,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0053,Social Adaptability,WAT,Easy,WAT,PRECIOUS,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0054,Initiative,WAT,Easy,WAT,BRING,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0055,Ability to Influence the Group,WAT,Medium,WAT,INSTRUCTOR,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0056,Liveliness,WAT,Easy,WAT,LIFE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0057,Reasoning Ability,WAT,Medium,WAT,REAL,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0058,Social Adaptability,WAT,Easy,WAT,CLASS,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0059,Determination,WAT,Medium,WAT,RANK,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0060,Social Adaptability,WAT,Hard,WAT,LONELY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0061,Speed of Decision,WAT,Medium,WAT,CHOICE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0062,Social Adaptability,WAT,Medium,WAT,CO-EDUCATION,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0063,Self-Confidence,WAT,Easy,WAT,CHAMPION,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0064,Reasoning Ability,WAT,Hard,WAT,DETERIORATE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0065,Effective Intelligence,WAT,Medium,WAT,CURE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0066,Cooperation,WAT,Easy,WAT,COOPERATE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0067,Effective Intelligence,WAT,Medium,WAT,CLEVER,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0068,Sense of Responsibility,WAT,Hard,WAT,DISEASE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0069,Determination,WAT,Medium,WAT,DEMAND,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0070,Social Adaptability,WAT,Easy,WAT,FRIEND,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0071,Ability to Influence the Group,WAT,Hard,WAT,COMPEL,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0072,Sense of Responsibility,WAT,Easy,WAT,DOCTOR,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0073,Organising Ability,WAT,Medium,WAT,FOREST,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0074,Liveliness,WAT,Easy,WAT,HOME,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0075,Determination,WAT,Medium,WAT,EARN,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0076,Sense of Responsibility,WAT,Hard,WAT,LIE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0077,Social Adaptability,WAT,Hard,WAT,PARTIALITY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0078,Stamina,WAT,Easy,WAT,EXERCISE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0079,Sense of Responsibility,WAT,Medium,WAT,PATRIOTISM,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0080,Liveliness,WAT,Easy,WAT,LIVE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0081,Self-Confidence,WAT,Medium,WAT,PRIDE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0082,Determination,WAT,Easy,WAT,PROGRESS,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0083,Courage,WAT,Hard,WAT,OPPOSE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0084,Social Adaptability,WAT,Medium,WAT,RESPECT,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0085,Initiative,WAT,Hard,WAT,FIRE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0086,Organising Ability,WAT,Easy,WAT,BANK,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0087,Social Adaptability,WAT,Hard,WAT,RUDE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0088,Reasoning Ability,WAT,Medium,WAT,FUTURE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0089,Effective Intelligence,WAT,Easy,WAT,BOOK,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0090,Sense of Responsibility,WAT,Medium,WAT,SINCERITY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0091,Cooperation,WAT,Medium,WAT,ALLOW,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0092,Determination,WAT,Easy,WAT,GET,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0093,Reasoning Ability,WAT,Medium,WAT,DARJEELING,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0094,Social Adaptability,WAT,Hard,WAT,TEASE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0095,Cooperation,WAT,Medium,WAT,CONSOLE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0096,Determination,WAT,Medium,WAT,HARD WORK,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0097,Effective Intelligence,WAT,Easy,WAT,GRADUATE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0098,Sense of Responsibility,WAT,Hard,WAT,TRAITOR,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0099,Social Adaptability,WAT,Easy,WAT,ELDERS,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0100,Stamina,WAT,Easy,WAT,HIKING,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0101,Effective Intelligence,WAT,Medium,WAT,IMAGINATION,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0102,Cooperation,WAT,Medium,WAT,UNION,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0103,Sense of Responsibility,WAT,Medium,WAT,NURSE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0104,Determination,WAT,Easy,WAT,IMPROVEMENT,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0105,Cooperation,WAT,Easy,WAT,UNITY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0106,Sense of Responsibility,WAT,Medium,WAT,LIEUTENANT,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0107,Organising Ability,WAT,Hard,WAT,LATE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0108,Social Adaptability,WAT,Medium,WAT,LISTEN,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0109,Social Adaptability,WAT,Hard,WAT,VULGAR,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0110,Liveliness,WAT,Medium,WAT,SATISFY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0111,Sense of Responsibility,WAT,Medium,WAT,RULE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0112,Social Adaptability,WAT,Easy,WAT,WOMAN,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0113,Ability to Influence the Group,WAT,Medium,WAT,PRESIDENT,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0114,Self-Confidence,WAT,Hard,WAT,NERVOUS,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0115,Courage,WAT,Medium,WAT,BRAVERY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0116,Speed of Decision,WAT,Medium,WAT,DECIDE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0117,Reasoning Ability,WAT,Medium,WAT,DIFFERENCE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0118,Effective Intelligence,WAT,Easy,WAT,LESSON,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0119,Reasoning Ability,WAT,Medium,WAT,MEANING,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0120,Effective Intelligence,WAT,Medium,WAT,PRACTICAL,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0121,Sense of Responsibility,WAT,Medium,WAT,REPORT,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0122,Effective Intelligence,WAT,Medium,WAT,NOVEL,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0123,Organising Ability,WAT,Easy,WAT,PURCHASE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0124,Social Adaptability,WAT,Easy,WAT,FRIENDLY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0125,Cooperation,WAT,Hard,WAT,INTERFERENCE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0126,Liveliness,WAT,Easy,WAT,PLAY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0127,Social Adaptability,WAT,Medium,WAT,ROMANCE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0128,Self-Confidence,WAT,Easy,WAT,SHOW,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0129,Effective Intelligence,WAT,Medium,WAT,SMART,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0130,Sense of Responsibility,WAT,Easy,WAT,SON,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0131,Cooperation,WAT,Medium,WAT,ASSIST,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0132,Social Adaptability,WAT,Medium,WAT,BEHAVIOUR,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0133,Reasoning Ability,WAT,Hard,WAT,EXCEPT,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0134,Sense of Responsibility,WAT,Hard,WAT,EXCUSE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0135,Social Adaptability,WAT,Medium,WAT,ADMIRE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0136,Ability to Influence the Group,WAT,Medium,WAT,FOLLOWER,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0137,Sense of Responsibility,WAT,Medium,WAT,IMPARTIAL,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0138,Sense of Responsibility,WAT,Easy,WAT,MOTHER,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0139,Sense of Responsibility,WAT,Medium,WAT,PATRIOT,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0140,Sense of Responsibility,WAT,Medium,WAT,PRINCIPAL,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0141,Sense of Responsibility,WAT,Hard,WAT,PUNISH,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0142,Cooperation,WAT,Medium,WAT,SUPPORT,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0143,Determination,WAT,Easy,WAT,ABOVE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0144,Ability to Influence the Group,WAT,Medium,WAT,MAJORITY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0145,Cooperation,WAT,Medium,WAT,CONTRIBUTION,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0146,Speed of Decision,WAT,Hard,WAT,DISMISS,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0147,Liveliness,WAT,Easy,WAT,ACTIVE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0148,Courage,WAT,Medium,WAT,BLOOD,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0149,Determination,WAT,Hard,WAT,BREAK,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0150,Reasoning Ability,WAT,Hard,WAT,CURSE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0151,Determination,WAT,Medium,WAT,DESIRE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0152,Stamina,WAT,Easy,WAT,GAME,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0153,Courage,WAT,Hard,WAT,HIJACKING,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0154,Determination,WAT,Medium,WAT,IMPROVE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0155,Effective Intelligence,WAT,Medium,WAT,NECESSITY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0156,Self-Confidence,WAT,Hard,WAT,NOTHING,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0157,Liveliness,WAT,Easy,WAT,PLEASURE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0158,Sense of Responsibility,WAT,Easy,WAT,ARMY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0159,Effective Intelligence,WAT,Medium,WAT,EDUCATED,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0160,Reasoning Ability,WAT,Hard,WAT,PROBLEM,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0161,Effective Intelligence,WAT,Easy,WAT,READ,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0162,Effective Intelligence,WAT,Medium,WAT,REMEMBER,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0163,Sense of Responsibility,WAT,Easy,WAT,RIGHT,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0164,Determination,WAT,Medium,WAT,SCORE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0165,Organising Ability,WAT,Medium,WAT,TASK,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0166,Effective Intelligence,WAT,Medium,WAT,UNIVERSITY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0167,Courage,WAT,Medium,WAT,MACHINE GUN,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0168,Social Adaptability,WAT,Medium,WAT,MODEL,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0169,Social Adaptability,WAT,Medium,WAT,CHANGE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0170,Reasoning Ability,WAT,Hard,WAT,DOUBT,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0171,Courage,WAT,Hard,WAT,HIDE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0172,Power of Expression,WAT,Easy,WAT,LETTER,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0173,Social Adaptability,WAT,Medium,WAT,MODERN,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0174,Effective Intelligence,WAT,Medium,WAT,RICH,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0175,Reasoning Ability,WAT,Hard,WAT,ROGUE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0176,Sense of Responsibility,WAT,Hard,WAT,THIEF,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0177,Organising Ability,WAT,Easy,WAT,TIDY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0178,Sense of Responsibility,WAT,Easy,WAT,DUTY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0179,Ability to Influence the Group,WAT,Medium,WAT,COMMAND,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0180,Ability to Influence the Group,WAT,Medium,WAT,CONVINCE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
