id,source_file,category,subcategory,question_type,difficulty,question,option_a,option_b,option_c,option_d,correct_answer,explanation
WAT0167,Forge_Master_Content.csv,Courage,WAT,WAT,Medium,MACHINE GUN,,,,,,
WAT0168,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Medium,MODEL,,,,,,
WAT0169,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Medium,CHANGE,,,,,,
WAT0170,Forge_Master_Content.csv,Reasoning Ability,WAT,WAT,Hard,DOUBT,,,,,,
WAT0171,Forge_Master_Content.csv,Courage,WAT,WAT,Hard,HIDE,,,,,,
WAT0172,Forge_Master_Content.csv,Power of Expression,WAT,WAT,Easy,LETTER,,,,,,
WAT0173,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Medium,MODERN,,,,,,
WAT0174,Forge_Master_Content.csv,Effective Intelligence,WAT,WAT,Medium,RICH,,,,,,
WAT0175,Forge_Master_Content.csv,Reasoning Ability,WAT,WAT,Hard,ROGUE,,,,,,
WAT0176,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Hard,THIEF,,,,,,
WAT0177,Forge_Master_Content.csv,Organising Ability,WAT,WAT,Easy,TIDY,,,,,,
WAT0178,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Easy,DUTY,,,,,,
WAT0179,Forge_Master_Content.csv,Ability to Influence the Group,WAT,WAT,Medium,COMMAND,,,,,,
WAT0180,Forge_Master_Content.csv,Ability to Influence the Group,WAT,WAT,Medium,CONVINCE,,,,,,
WAT0181,Forge_Master_Content.csv,Liveliness,WAT,WAT,Easy,FUNNY,,,,,,
WAT0182,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Medium,HEADMASTER,,,,,,
WAT0183,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Medium,PRAISE,,,,,,
WAT0184,Forge_Master_Content.csv,Initiative,WAT,WAT,Medium,PREVENT,,,,,,
WAT0185,Forge_Master_Content.csv,Effective Intelligence,WAT,WAT,Medium,SCHOLARSHIP,,,,,,
WAT0186,Forge_Master_Content.csv,Cooperation,WAT,WAT,Medium,SELFLESS,,,,,,
WAT0187,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Medium,WELFARE,,,,,,
WAT0188,Forge_Master_Content.csv,Cooperation,WAT,WAT,Easy,BATCH,,,,,,
WAT0189,Forge_Master_Content.csv,Initiative,WAT,WAT,Medium,ACTION,,,,,,
WAT0190,Forge_Master_Content.csv,Self-Confidence,WAT,WAT,Medium,CONFIDENCE,,,,,,
WAT0191,Forge_Master_Content.csv,Speed of Decision,WAT,WAT,Easy,DASH,,,,,,
WAT0192,Forge_Master_Content.csv,Courage,WAT,WAT,Hard,DIE,,,,,,
WAT0193,Forge_Master_Content.csv,Reasoning Ability,WAT,WAT,Medium,EXPECT,,,,,,
WAT0194,Forge_Master_Content.csv,Determination,WAT,WAT,Easy,LITTLE,,,,,,
WAT0195,Forge_Master_Content.csv,Determination,WAT,WAT,Hard,LOSS,,,,,,
WAT0196,Forge_Master_Content.csv,Speed of Decision,WAT,WAT,Easy,MOVE,,,,,,
WAT0197,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Medium,MUST,,,,,,
WAT0198,Forge_Master_Content.csv,Liveliness,WAT,WAT,Hard,NOISE,,,,,,
WAT0199,Forge_Master_Content.csv,Organising Ability,WAT,WAT,Medium,OPERATION,,,,,,
WAT0200,Forge_Master_Content.csv,Determination,WAT,WAT,Medium,OVERCOME,,,,,,
WAT0201,Forge_Master_Content.csv,Determination,WAT,WAT,Medium,AMBITION,,,,,,
WAT0202,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Easy,BOARDER,,,,,,
WAT0203,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Hard,FAVOUR,,,,,,
WAT0204,Forge_Master_Content.csv,Courage,WAT,WAT,Hard,ATTACK,,,,,,
WAT0205,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Hard,ANGER,,,,,,
WAT0206,Forge_Master_Content.csv,Liveliness,WAT,WAT,Easy,CHILDHOOD,,,,,,
WAT0207,Forge_Master_Content.csv,Cooperation,WAT,WAT,Medium,HELPFUL,,,,,,
WAT0208,Forge_Master_Content.csv,Courage,WAT,WAT,Medium,COURAGE,,,,,,
WAT0209,Forge_Master_Content.csv,Reasoning Ability,WAT,WAT,Hard,BLUNDER,,,,,,
WAT0210,Forge_Master_Content.csv,Courage,WAT,WAT,Medium,HERO,,,,,,
WAT0211,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Hard,DISLIKE,,,,,,
WAT0212,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Medium,OBEDIENCE,,,,,,
WAT0213,Forge_Master_Content.csv,Determination,WAT,WAT,Hard,DOWN,,,,,,
WAT0214,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Hard,DISOBEY,,,,,,
WAT0215,Forge_Master_Content.csv,Ability to Influence the Group,WAT,WAT,Medium,POWER,,,,,,
WAT0216,Forge_Master_Content.csv,Determination,WAT,WAT,Medium,EFFORT,,,,,,
WAT0217,Forge_Master_Content.csv,Effective Intelligence,WAT,WAT,Easy,FIND,,,,,,
WAT0218,Forge_Master_Content.csv,Reasoning Ability,WAT,WAT,Hard,DISPUTE,,,,,,
WAT0219,Forge_Master_Content.csv,Courage,WAT,WAT,Hard,FEAR,,,,,,
WAT0220,Forge_Master_Content.csv,Initiative,WAT,WAT,Medium,MEND,,,,,,
WAT0221,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Medium,FEELINGS,,,,,,
WAT0222,Forge_Master_Content.csv,Liveliness,WAT,WAT,Easy,GOOD,,,,,,
WAT0223,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Medium,UNIFORM,,,,,,
WAT0224,Forge_Master_Content.csv,Courage,WAT,WAT,Hard,FIGHTING,,,,,,
WAT0225,Forge_Master_Content.csv,Effective Intelligence,WAT,WAT,Easy,PICTURE,,,,,,
WAT0226,Forge_Master_Content.csv,Liveliness,WAT,WAT,Easy,NAUGHTY,,,,,,
WAT0227,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Easy,BABY,,,,,,
WAT0228,Forge_Master_Content.csv,Determination,WAT,WAT,Medium,GOAL,,,,,,
WAT0229,Forge_Master_Content.csv,Reasoning Ability,WAT,WAT,Medium,PUZZLE,,,,,,
WAT0230,Forge_Master_Content.csv,Liveliness,WAT,WAT,Easy,CHARMING,,,,,,
WAT0231,Forge_Master_Content.csv,Effective Intelligence,WAT,WAT,Medium,QUALIFICATION,,,,,,
WAT0232,Forge_Master_Content.csv,Ability to Influence the Group,WAT,WAT,Medium,EXAMPLE,,,,,,
WAT0233,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Hard,IRRITATE,,,,,,
WAT0234,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Easy,STUDY,,,,,,
WAT0235,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Medium,ELECTION,,,,,,
WAT0236,Forge_Master_Content.csv,Determination,WAT,WAT,Easy,BETTER,,,,,,
WAT0237,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Hard,UNSOCIAL,,,,,,
WAT0238,Forge_Master_Content.csv,Ability to Influence the Group,WAT,WAT,Medium,GOVERN,,,,,,
WAT0239,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Easy,LOVE,,,,,,
WAT0240,Forge_Master_Content.csv,Initiative,WAT,WAT,Easy,MAKE,,,,,,
WAT0241,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Hard,DRINK,,,,,,
WAT0242,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Medium,GOVERNOR,,,,,,
WAT0243,Forge_Master_Content.csv,Self-Confidence,WAT,WAT,Hard,LUCK,,,,,,
WAT0244,Forge_Master_Content.csv,Reasoning Ability,WAT,WAT,Medium,CONSIDER,,,,,,
WAT0245,Forge_Master_Content.csv,Initiative,WAT,WAT,Medium,CREATE,,,,,,
WAT0246,Forge_Master_Content.csv,Liveliness,WAT,WAT,Easy,ROSE,,,,,,
WAT0247,Forge_Master_Content.csv,Effective Intelligence,WAT,WAT,Medium,BRAIN,,,,,,
WAT0248,Forge_Master_Content.csv,Self-Confidence,WAT,WAT,Easy,BRIGHT,,,,,,
WAT0249,Forge_Master_Content.csv,Effective Intelligence,WAT,WAT,Medium,AWARE,,,,,,
WAT0250,Forge_Master_Content.csv,Organising Ability,WAT,WAT,Medium,ARRANGE,,,,,,
WAT0251,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Easy,ACADEMY,,,,,,
WAT0252,Forge_Master_Content.csv,Effective Intelligence,WAT,WAT,Medium,ASTRONOMY,,,,,,
WAT0253,Forge_Master_Content.csv,Reasoning Ability,WAT,WAT,Hard,ASSUMPTION,,,,,,
WAT0254,Forge_Master_Content.csv,Self-Confidence,WAT,WAT,Medium,ABILITY,,,,,,
WAT0255,Forge_Master_Content.csv,Reasoning Ability,WAT,WAT,Medium,ANALYSIS,,,,,,
WAT0256,Forge_Master_Content.csv,Speed of Decision,WAT,WAT,Easy,ANSWER,,,,,,
WAT0257,Forge_Master_Content.csv,Organising Ability,WAT,WAT,Medium,PLACEMENT,,,,,,
WAT0258,Forge_Master_Content.csv,Effective Intelligence,WAT,WAT,Easy,JUPITER,,,,,,
WAT0259,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Medium,AFFECTION,,,,,,
WAT0260,Forge_Master_Content.csv,Determination,WAT,WAT,Medium,DEDICATE,,,,,,
WAT0261,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Medium,ATTACHMENT,,,,,,
WAT0262,Forge_Master_Content.csv,Cooperation,WAT,WAT,Medium,AMICABLE,,,,,,
WAT0263,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Medium,DONOR,,,,,,
WAT0264,Forge_Master_Content.csv,Liveliness,WAT,WAT,Medium,SATISFACTION,,,,,,
WAT0265,Forge_Master_Content.csv,Initiative,WAT,WAT,Medium,ADOPT,,,,,,
WAT0266,Forge_Master_Content.csv,Cooperation,WAT,WAT,Medium,ACCOMPANY,,,,,,
WAT0267,Forge_Master_Content.csv,Self-Confidence,WAT,WAT,Medium,FAITH,,,,,,
WAT0268,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Hard,ARROGANT,,,,,,
WAT0269,Forge_Master_Content.csv,Cooperation,WAT,WAT,Easy,FELLOW,,,,,,
WAT0270,Forge_Master_Content.csv,Liveliness,WAT,WAT,Easy,HAPPY,,,,,,
WAT0271,Forge_Master_Content.csv,Ability to Influence the Group,WAT,WAT,Medium,LEADER,,,,,,
WAT0272,Forge_Master_Content.csv,Liveliness,WAT,WAT,Easy,LIVELY,,,,,,
WAT0273,Forge_Master_Content.csv,Ability to Influence the Group,WAT,WAT,Medium,PERSUADE,,,,,,
WAT0274,Forge_Master_Content.csv,Liveliness,WAT,WAT,Easy,SMILE,,,,,,
WAT0275,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Hard,SUSPEND,,,,,,
WAT0276,Forge_Master_Content.csv,Courage,WAT,WAT,Medium,CHALLENGE,,,,,,
WAT0277,Forge_Master_Content.csv,Speed of Decision,WAT,WAT,Medium,DECISION,,,,,,
WAT0278,Forge_Master_Content.csv,Ability to Influence the Group,WAT,WAT,Medium,IMPRESS,,,,,,
WAT0279,Forge_Master_Content.csv,Initiative,WAT,WAT,Medium,INITIATIVE,,,,,,
WAT0280,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Hard,CONFESS,,,,,,
WAT0281,Forge_Master_Content.csv,Liveliness,WAT,WAT,Easy,CHEERFUL,,,,,,
WAT0282,Forge_Master_Content.csv,Courage,WAT,WAT,Hard,DANGER,,,,,,
WAT0283,Forge_Master_Content.csv,Determination,WAT,WAT,Medium,DETERMINE,,,,,,
WAT0284,Forge_Master_Content.csv,Stamina,WAT,WAT,Medium,PHYSICAL,,,,,,
WAT0285,Forge_Master_Content.csv,Effective Intelligence,WAT,WAT,Medium,ARTILLERY,,,,,,
WAT0286,Forge_Master_Content.csv,Practical Work Sense,WAT,WAT,Medium,AXE,,,,,,
WAT0287,Forge_Master_Content.csv,Courage,WAT,WAT,Medium,BRAVE,,,,,,
WAT0288,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Hard,KILL,,,,,,
WAT0289,Forge_Master_Content.csv,Courage,WAT,WAT,Medium,BOLD,,,,,,
WAT0290,Forge_Master_Content.csv,Initiative,WAT,WAT,Easy,JUMP,,,,,,
WAT0291,Forge_Master_Content.csv,Courage,WAT,WAT,Hard,BATTLE,,,,,,
WAT0292,Forge_Master_Content.csv,Effective Intelligence,WAT,WAT,Medium,INFANTRY,,,,,,
WAT0293,Forge_Master_Content.csv,Courage,WAT,WAT,Hard,BOMBER,,,,,,
WAT0294,Forge_Master_Content.csv,Determination,WAT,WAT,Medium,OBSTACLE,,,,,,
WAT0295,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Medium,DEFENCE,,,,,,
WAT0296,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Medium,RESPONSIBILITY,,,,,,
WAT0297,Forge_Master_Content.csv,Effective Intelligence,WAT,WAT,Medium,RESOURCEFUL,,,,,,
WAT0298,Forge_Master_Content.csv,Stamina,WAT,WAT,Medium,STAMINA,,,,,,
WAT0299,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Medium,DEMOCRACY,,,,,,
WAT0300,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Hard,SECULARISM,,,,,,
SRT0001,Forge_Master_Content.csv,Decision Making,SRT,SRT,Medium,supposing you are doing that and you're sending these messages on your WhatsApp group and you find there is no network in your phone what will you do,,,,,,
SRT0002,Forge_Master_Content.csv,Emergency,SRT,SRT,Medium,you start looking for that pamphlet you thought it was there in that bag of yours you find somebody's taking the bag,,,,,,
SRT0003,Forge_Master_Content.csv,Decision Making,SRT,SRT,Medium,by the time all this is happening it's about 11:30 in the night you go to the medicine shop it is closed,,,,,,
SRT0004,Forge_Master_Content.csv,Family,SRT,SRT,Low,your mother is inside your house and telling your mother and your mother has called you what will you do,,,,,,
SRT0005,Forge_Master_Content.csv,Ethics,SRT,SRT,Medium,"Your friend needs urgent money from you for his father's operation and you found a purse full of money along with the ID of owner, you will:",,,,,,
SRT0006,Forge_Master_Content.csv,Leadership,SRT,SRT,Medium,"Your captain falls ill and the team is left with no leader, you will:",,,,,,
SRT0007,Forge_Master_Content.csv,Family,SRT,SRT,High,"You want to marry a girl/boy but your parents are not ready, you will:",,,,,,
SRT0008,Forge_Master_Content.csv,Emergency,SRT,SRT,Low,"You fall ill before your exams, you will:",,,,,,
SRT0009,Forge_Master_Content.csv,Decision Making,SRT,SRT,High,"You have to attend the marriage of a friend's sister in another city, just one day before when you have to leave your other good friend arrives and tells he/she has to stay at your home and has some work in your city. You will:",,,,,,
SRT0010,Forge_Master_Content.csv,Emergency,SRT,SRT,High,In a moving train you see a thief snatch away a women's purse and jump out of the train. You will:,,,,,,
SRT0011,Forge_Master_Content.csv,Leadership,SRT,SRT,Medium,While going on trekking in midway you come to know that the person responsible for bringing the food packets has forgot to bring. You being the leader of the group will:,,,,,,
SRT0012,Forge_Master_Content.csv,Social Responsibility,SRT,SRT,High,While going for exam you see an injured person lying on the road. You will:,,,,,,
SRT0013,Forge_Master_Content.csv,Decision Making,SRT,SRT,Medium,You are very successful and have many jealous people who you suspect are planning against you. You will:,,,,,,
SRT0014,Forge_Master_Content.csv,Emergency,SRT,SRT,High,"He and his friend are standing on a bridge over a river. His friend who does not know swimming, suddenly falls down.",,,,,,
SRT0015,Forge_Master_Content.csv,Decision Making,SRT,SRT,Medium,He and his brother have gone to a forest; they lose their way and it is becoming dark.,,,,,,
SRT0016,Forge_Master_Content.csv,Social Responsibility,SRT,SRT,High,"While going to attend an important meeting, he saw a ghastly accident between an auto rickshaw and a tonga.",,,,,,
SRT0017,Forge_Master_Content.csv,Ethics,SRT,SRT,High,"His father has fixed his marriage with a rich girl, but he is in love with his classmate. He has never disobeyed his father. His girlfriend on the other hand, says that if he does not marry her, she will commit suicide.",,,,,,
SRT0018,Forge_Master_Content.csv,Time Pressure,SRT,SRT,Medium,His exams are starting next week and he is not fully prepared. His father's fast friend suddenly comes to the house and there is no one else to look after him.,,,,,,
SRT0019,Forge_Master_Content.csv,Emergency,SRT,SRT,High,"His parents have gone to their relatives, leaving him behind with his younger brother. After midnight, his younger brother develops very high fever and there is no medicine in the house. It is raining very heavily.",,,,,,
SRT0020,Forge_Master_Content.csv,Social Responsibility,SRT,SRT,High,"He was studying late in the night and at around 2 am, he sees a man's shadow entering his neighbour's house through the ventilator. His exam is starting the next day.",,,,,,
SRT0021,Forge_Master_Content.csv,Social Responsibility,SRT,SRT,Medium,Two groups are quarrelling over a religious problem. And he belongs to the minority group.,,,,,,
SRT0022,Forge_Master_Content.csv,Disaster Management,SRT,SRT,High,A fire broke out in the village due to a short circuit at night. He is the only electrician in the village.,,,,,,
SRT0023,Forge_Master_Content.csv,Decision Making,SRT,SRT,Medium,"While studying, he is taking tuitions side by side. But his parents and friends are advising him to leave the tuitions as he is not getting sufficient time to study for examinations. His financial condition is quite weak.",,,,,,
SRT0024,Forge_Master_Content.csv,Emergency,SRT,SRT,High,"While going on a boat in the river Ganga, he falls down in the fast currents. He does not know how to swim.",,,,,,
SRT0025,Forge_Master_Content.csv,Emergency,SRT,SRT,High,"He is in the bathroom and has latched the door and is about to take a bath. Suddenly, a black cobra comes through the drain and lies in front of him.",,,,,,
SRT0026,Forge_Master_Content.csv,Team Conflict,SRT,SRT,Medium,He finds that his girlfriend is moving with his rival.,,,,,,
SRT0027,Forge_Master_Content.csv,Decision Making,SRT,SRT,High,"While going for his exam, he finds a person who has just fallen down from a moving bus.",,,,,,
SRT0028,Forge_Master_Content.csv,Family,SRT,SRT,Medium,He returns late at night from NCC camp and his stepmother does not open the door of the house.,,,,,,
SRT0029,Forge_Master_Content.csv,Disaster Management,SRT,SRT,High,There is a flood in his village and many houses have fallen down. His house is about to collapse and it is late at night.,,,,,,
SRT0030,Forge_Master_Content.csv,Emergency,SRT,SRT,High,"Some persons are climbing a mountain, but one of them loses his grip on the rope and falls down.",,,,,,
SRT0031,Forge_Master_Content.csv,Disaster Management,SRT,SRT,High,"He has gone to the coastal area with a group of friends for sightseeing. Suddenly, a storm starts approaching. The tide is rising.",,,,,,
SRT0032,Forge_Master_Content.csv,Ethics,SRT,SRT,Medium,He is working in an organisation and one of his close friends in the same office is being harassed by his boss.,,,,,,
SRT0033,Forge_Master_Content.csv,Decision Making,SRT,SRT,Medium,His final degree exams are starting tomorrow and he also has a job call tomorrow. He is in great need of a job.,,,,,,
SRT0034,Forge_Master_Content.csv,Disaster Management,SRT,SRT,Medium,"He has arranged a party on his lawn and suddenly, it starts raining very heavily. He has a large number of guests, who have already arrived.",,,,,,
SRT0035,Forge_Master_Content.csv,Decision Making,SRT,SRT,Medium,He has arranged a party to please his boss on his promotion. The party is half way when someone close to him conveys some bad news.,,,,,,
SRT0036,Forge_Master_Content.csv,Family,SRT,SRT,Medium,"At a party hosted by him on his promotion, his boss gets annoyed due to the sarcastic remarks of his elder brother and he leaves the party without having a meal.",,,,,,
SRT0037,Forge_Master_Content.csv,Social Responsibility,SRT,SRT,Medium,"While going to college, he finds that a cyclist has been knocked down by a fast-moving car, but he could not note down the number of the car.",,,,,,
SRT0038,Forge_Master_Content.csv,Ethics,SRT,SRT,High,"At his friend's marriage, his friend and his father got annoyed due to non-receipt of dowry. They both went away even after a lot of requests were made by all...",,,,,,
SRT0039,Forge_Master_Content.csv,Emergency,SRT,SRT,High,"He was taking his father for treatment in a wheelchair. While coming out of the house, he slipped on a banana peel and fractured his hip joint. It is raining heavily and no conveyance is available nearby.",,,,,,
SRT0040,Forge_Master_Content.csv,Social Responsibility,SRT,SRT,Medium,"In the cinema hall, he is sitting in the last row and watching the movie. Some bad elements are teasing a girl in the front row.",,,,,,
SRT0041,Forge_Master_Content.csv,Emergency,SRT,SRT,High,He is travelling in a taxi to catch a train. The taxi moving ahead of him throws out a person and drives away.,,,,,,
SRT0042,Forge_Master_Content.csv,Time Pressure,SRT,SRT,Medium,He has to go with his friend to play a hockey match in the city. His friend does not turn up and both tyres of his scooter are flat.,,,,,,
SRT0043,Forge_Master_Content.csv,Ethics,SRT,SRT,High,"He finds ten people quarrelling over a purse fallen from a bus. The police have reached the spot. On seeing the police, the others run away and he is found with the purse by the police. They take him to the police station.",,,,,,
SRT0044,Forge_Master_Content.csv,Time Pressure,SRT,SRT,High,"While going to attend the SSB, he loses all his belongings including his ticket and SSB papers in the train, when he went to the toilet. The destination is just 5 km away.",,,,,,
SRT0045,Forge_Master_Content.csv,Emergency,SRT,SRT,High,"While returning from a late show, he finds that two boys armed with a knife are molesting a girl and she is crying. The road is quite lonely.",,,,,,
SRT0046,Forge_Master_Content.csv,Ethics,SRT,SRT,Medium,"He has to deposit his exam fee after two days, but his friend demanded money today, as he needed it urgently. He is very poor.",,,,,,
SRT0047,Forge_Master_Content.csv,Emergency,SRT,SRT,Medium,"While climbing a mountain, he finds that one of his teammates has sprained his ankle and cannot move.",,,,,,
SRT0048,Forge_Master_Content.csv,Decision Making,SRT,SRT,Medium,"While going on a picnic on a cycle, his cycle gets punctured in a jungle and no help is readily available. All other cycles are already overloaded.",,,,,,
SRT0049,Forge_Master_Content.csv,Social Responsibility,SRT,SRT,Medium,"His friend is extremely poor, but good in studies. He can't pay his fees. His own financial condition is also not very sound, but he wants to help his friend.",,,,,,
SRT0050,Forge_Master_Content.csv,Family,SRT,SRT,High,"His marriage has been fixed, but just a week prior to the marriage, the girl meets with an accident and loses one eye.",,,,,,
SRT0051,Forge_Master_Content.csv,Time Pressure,SRT,SRT,High,"He is to catch a train, but the coolie has disappeared with the baggage. The train is about to leave.",,,,,,
SRT0052,Forge_Master_Content.csv,Decision Making,SRT,SRT,Medium,"He lends some money to his friend. Now, he needs this money badly, but the friend is not in a position to pay.",,,,,,
SRT0053,Forge_Master_Content.csv,Leadership,SRT,SRT,Medium,"He is the leader of the hiking party, but due to some reasons, two persons of the party want to return halfway through the hike.",,,,,,
SRT0054,Forge_Master_Content.csv,Family,SRT,SRT,High,"His mother is seriously ill, but his boss has refused to give him leave.",,,,,,
SRT0055,Forge_Master_Content.csv,Family,SRT,SRT,Low,"His parents have asked him to return early in the evening, but his friends want to celebrate a late evening party.",,,,,,
SRT0056,Forge_Master_Content.csv,Military Context,SRT,SRT,Medium,"His brother is leaving for USA after one week, but he has to report for duty in an army unit deployed on the border area.",,,,,,
SRT0057,Forge_Master_Content.csv,Emergency,SRT,SRT,High,The river is in spate and the bridge over the river has been washed away. It is getting dark. He has to reach home with medicine for his aged mother who has a heart problem.,,,,,,
SRT0058,Forge_Master_Content.csv,Leadership,SRT,SRT,High,"He is the manager of a factory, facing serious labour problems. His sister's marriage is after one week and he cannot leave the station.",,,,,,
SRT0059,Forge_Master_Content.csv,Leadership,SRT,SRT,Medium,"Two officers, under whom he is working, are not on good terms and hence, he is getting contradictory instructions.",,,,,,
SRT0060,Forge_Master_Content.csv,Ethics,SRT,SRT,High,"He is returning from a movie. On the way, he is stopped by the police and during the search of his scooter, two packets of charas are found.",,,,,,
SRT0061,Forge_Master_Content.csv,Emergency,SRT,SRT,High,"At midnight, two young persons enter his house and hold him at gunpoint. They need shelter for the night. Their clothes are blood-stained and they appear to have been involved in a murder.",,,,,,
SRT0062,Forge_Master_Content.csv,Decision Making,SRT,SRT,Medium,He went to Shimla on a pleasure trip. There he finds that all his items have been stolen.,,,,,,
SRT0063,Forge_Master_Content.csv,Emergency,SRT,SRT,High,The dacoits have sent a warning to the village headman to hand over 2 lakh or face consequences. The villagers cannot arrange even half of it. He happens to be the village headman's son.,,,,,,
SRT0064,Forge_Master_Content.csv,Emergency,SRT,SRT,High,"While travelling in a bus at night, miscreants stop the bus. They start looting it and two persons start molesting two young girls. The miscreants are fully armed.",,,,,,
SRT0065,Forge_Master_Content.csv,Leadership,SRT,SRT,Medium,"He is contesting the college elections. But all the girls are with his opponent, who is utilising them to snatch his votes.",,,,,,
SRT0066,Forge_Master_Content.csv,Emergency,SRT,SRT,High,"At midnight, he hears a female voice close to his house. Apparently, she is in a terrified state.",,,,,,
SRT0067,Forge_Master_Content.csv,Leadership,SRT,SRT,Medium,The college students are about to call a strike and they want him to join them.,,,,,,
SRT0068,Forge_Master_Content.csv,Team Conflict,SRT,SRT,Medium,His best friend confronts him in front of everyone and accuses him of instigating his girlfriend against him.,,,,,,
SRT0069,Forge_Master_Content.csv,Decision Making,SRT,SRT,Medium,He has gone on a cycling expedition with six persons but two cycles have got punctured on a deserted/isolated patch.,,,,,,
SRT0070,Forge_Master_Content.csv,Decision Making,SRT,SRT,Medium,"His call for the SSB has come for the 10th of this month but on the same day, he has an interview with an MNC. His best friend is also getting married the same day.",,,,,,
SRT0071,Forge_Master_Content.csv,Social Responsibility,SRT,SRT,Low,"In the SSB, he finds that no one is talking to him. Today is the first day.",,,,,,
SRT0072,Forge_Master_Content.csv,Emergency,SRT,SRT,High,He has been kidnapped and taken to a jungle. The kidnappers have asked him to sign a note for his father to send 10 lakh as ransom.,,,,,,
SRT0073,Forge_Master_Content.csv,Team Conflict,SRT,SRT,Low,Two of his best friends are quarrelling with each other.,,,,,,
SRT0074,Forge_Master_Content.csv,Emergency,SRT,SRT,High,"In the train, two dacoits are looting everybody. They demanded his belongings also.",,,,,,
SRT0075,Forge_Master_Content.csv,Military Context,SRT,SRT,Medium,"In NCC camp on guard duty, he finds two strangers approaching the camp at night.",,,,,,
SRT0076,Forge_Master_Content.csv,Leadership,SRT,SRT,Medium,"He, as in-charge of the picnic, has gone halfway with the picnic party and finds that food packets and the music system have been left behind.",,,,,,
SRT0077,Forge_Master_Content.csv,Decision Making,SRT,SRT,Medium,He is staying in a rented accommodation with six other students. The landlady is quite rude to him only and has issued an ultimatum to him to vacate her accommodation.,,,,,,
SRT0078,Forge_Master_Content.csv,Emergency,SRT,SRT,High,"In the circus show, two lions go out of control and jump on the crowd.",,,,,,
SRT0079,Forge_Master_Content.csv,Ethics,SRT,SRT,Medium,"At an exhibition, a fake company is attracting crowds by false propaganda. He knows the reality.",,,,,,
SRT0080,Forge_Master_Content.csv,Family,SRT,SRT,Medium,His father has decided to change his will in the name of his younger brother.,,,,,,
SRT0081,Forge_Master_Content.csv,Ethics,SRT,SRT,Low,"He and his girlfriend want to see a new movie, but the show is housefull. Tickets are available in black. His girlfriend insists on seeing the movie.",,,,,,
SRT0082,Forge_Master_Content.csv,Time Pressure,SRT,SRT,Medium,There is a dispute between two of his friends and they want him as the mediator. He has to go out for some urgent work of his father.,,,,,,
SRT0083,Forge_Master_Content.csv,Emergency,SRT,SRT,High,His neighbour's son has fallen into the river flowing nearby. He is not on talking terms with him. No adults are available to save the child.,,,,,,
SRT0084,Forge_Master_Content.csv,Time Pressure,SRT,SRT,High,"His mother has to go to a famous temple located in a lonely area, and he has to go for an exam. There is no one in the house and no other conveyance is available on the lonely road.",,,,,,
SRT0085,Forge_Master_Content.csv,Decision Making,SRT,SRT,Medium,He has to go to attend the SSB after two days at Bengaluru from Delhi but there is a railway strike.,,,,,,
SRT0086,Forge_Master_Content.csv,Emergency,SRT,SRT,Medium,"He has gone for a picnic with boys and girls in two buses. After the picnic was over at 3 pm, he found that all four tyres of one of the buses were punctured and the other bus driver was missing.",,,,,,
SRT0087,Forge_Master_Content.csv,Ethics,SRT,SRT,Medium,"At the railway station, he finds a beggar shivering with cold. He is going to meet his relative and is wearing only pants and a pullover.",,,,,,
