id,category,subcategory,difficulty,question_type,question,option_a,option_b,option_c,option_d,correct_answer,explanation,fun_fact,xp_reward,time_limit,tags,exam_relevance,source
DEF-0404,International Relations & Exercises,Peacekeeping,Medium,MCQ,India deployed one of the first all-women peacekeeping units to which country under a UN mission?,Liberia,South Sudan,Democratic Republic of Congo,Mali,A,India's all-women Formed Police Unit deployed to Liberia was a landmark moment in UN peacekeeping history.,It demonstrated India's commitment to increasing women's participation in international peacekeeping efforts.,15,45,"{""International Relations & Exercises"",""Peacekeeping""}",CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0405,International Relations & Exercises,Exercises,Medium,MCQ,"Shakti, a joint military exercise focused on counter-terrorism in mountainous terrain, is conducted between India and which country?",Germany,France,Italy,Spain,B,Exercise Shakti focuses on joint special forces training in challenging terrain conditions.,"It reflects the deepening India-France defence relationship across multiple domains, including army-to-army cooperation.",15,45,"{""International Relations & Exercises"",""Exercises""}",CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0406,International Relations & Exercises,Organisations,Medium,MCQ,"IONS, a forum for naval cooperation among Indian Ocean littoral states, stands for?",Indian Ocean National Security forum,International Ocean Naval Society,Indian Ocean Naval Symposium,Integrated Ocean Naval Strategy group,C,IONS brings together navies from countries bordering the Indian Ocean to discuss maritime security cooperation.,India has played a leading role in establishing and hosting this forum since its inception.,15,45,"{""International Relations & Exercises"",""Organisations""}",CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0407,International Relations & Exercises,Diplomacy,Medium,MCQ,"'SAGAR', a maritime doctrine articulated by India, stands for?",Strategic Agreement for Global Aquatic Resources,Strategic Alliance for Global Asian Relations,South Asian Governance and Regional cooperation,Security and Growth for All in the Region,D,SAGAR outlines India's vision for cooperative maritime security and development across the Indian Ocean Region.,It reflects India's broader ambition to be a net security provider in its maritime neighbourhood.,15,45,"{""International Relations & Exercises"",""Diplomacy""}",CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0408,General Awareness & Defence Organisations,Organisations,Easy,MCQ,"The National Cadet Corps (NCC), which many defence aspirants join, operates under which ministry?",Ministry of Defence,Ministry of Home Affairs,Ministry of Education,Ministry of Youth Affairs and Sports,A,NCC provides basic military training and instils discipline among school and college students across India.,NCC 'C' certificate holders often receive certain benefits during defence recruitment processes.,10,45,"{""General Awareness & Defence Organisations"",""Organisations""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0409,General Awareness & Defence Organisations,Organisations,Easy,MCQ,What does 'SSB' stand for in the context of officer selection for the Indian armed forces?,Special Services Bureau,Services Selection Board,Staff Selection Board,Standard Selection Bureau,B,"The SSB conducts the multi-day assessment process, including psychological tests and interviews, to select officer candidates.","There are multiple SSB centres located across India, each conducting selection boards for various entry schemes.",10,45,"{""General Awareness & Defence Organisations"",""Organisations""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0410,General Awareness & Defence Organisations,Organisations,Medium,MCQ,"OLQs, a term frequently used in SSB assessments, stands for?",Organisational Learning Quality,Operational Leadership Quotient,Officer Like Qualities,Objective Level Qualification,C,"OLQs are a set of traits like leadership, determination, and social adaptability that SSB assessors look for in candidates.",Understanding and genuinely developing these qualities is considered more valuable than merely trying to display them during assessment.,15,45,"{""General Awareness & Defence Organisations"",""Organisations""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0411,General Awareness & Defence Organisations,Organisations,Medium,MCQ,"NDA, the tri-service academy for officer cadets, is located near which city?",Hyderabad,Dehradun,Chennai,Pune (Khadakwasla),D,"NDA trains cadets from the Army, Navy, and Air Force together during their initial years of officer training.",Successful cadets later move to their respective service academies for further specialised training.,15,45,"{""General Awareness & Defence Organisations"",""Organisations""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0412,General Awareness & Defence Organisations,Organisations,Medium,MCQ,"CDS, the written exam that (along with NDA) is a common entry route into the armed forces for graduates, stands for?",Combined Defence Services (Examination),Chief of Defence Staff,Central Defence Selection,Combined Defence Selection,A,"The CDS exam, conducted by UPSC, is a pathway for graduates to join the IMA, INA, AFA, and OTA.",Shortlisted candidates from the written exam undergo the SSB interview process before final selection.,15,45,"{""General Awareness & Defence Organisations"",""Organisations""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0413,General Awareness & Defence Organisations,Organisations,Medium,MCQ,"AFCAT, an entry exam specifically for the Indian Air Force, stands for?",Air Force Cadet Aptitude Test,Air Force Common Admission Test,Aviation Fitness and Career Aptitude Test,Air Force Combined Assessment Test,B,AFCAT allows graduates and engineering students to apply for flying and ground duty branches of the IAF.,It is conducted twice a year and is followed by the SSB interview process for shortlisted candidates.,15,45,"{""General Awareness & Defence Organisations"",""Organisations""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0414,General Awareness & Defence Organisations,Organisations,Medium,MCQ,"The UPSC, which conducts exams like NDA and CDS, stands for?",Union Personnel Selection Council,United Public Selection Committee,Union Public Service Commission,University Public Service Corporation,C,UPSC is India's central agency responsible for conducting exams for various government and defence recruitment processes.,"It conducts NDA, CDS, and civil services exams among many others.",15,45,"{""General Awareness & Defence Organisations"",""Organisations""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0415,General Awareness & Defence Organisations,Organisations,Medium,MCQ,"Which body is responsible for conducting India's Republic Day parade, showcasing the armed forces each year?",State governments individually,The Election Commission of India,The Ministry of Culture alone,"The Ministry of Defence, in coordination with the armed forces",D,"The Republic Day parade showcases military hardware, marching contingents, and cultural tableaux from across India.",It is held annually on 26 January at Kartavya Path in New Delhi.,15,45,"{""General Awareness & Defence Organisations"",""Organisations""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0416,General Awareness & Defence Organisations,General Knowledge,Easy,MCQ,"Republic Day, commemorating the adoption of India's Constitution, is celebrated on which date?",26 January,15 August,2 October,26 November,A,"India's Constitution came into effect on 26 January 1950, and the day is celebrated with major national ceremonies.",This date was chosen partly to commemorate the 1930 declaration of 'Purna Swaraj' (complete independence).,10,45,"{""General Awareness & Defence Organisations"",""General Knowledge""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0417,General Awareness & Defence Organisations,General Knowledge,Easy,MCQ,"Independence Day, marking India's freedom from British rule, is celebrated on which date?",26 January,15 August,2 October,26 November,B,India gained independence from British rule on 15 August 1947.,The Prime Minister traditionally addresses the nation from the Red Fort in Delhi on this day.,10,45,"{""General Awareness & Defence Organisations"",""General Knowledge""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0418,General Awareness & Defence Organisations,General Knowledge,Medium,MCQ,"Constitution Day, commemorating the adoption of India's Constitution by the Constituent Assembly, is observed on which date?",15 August,26 January,26 November,2 October,C,"The Constituent Assembly formally adopted the Constitution on 26 November 1949, though it came into effect later, on 26 January 1950.",This day is also referred to as 'Samvidhan Divas'.,15,45,"{""General Awareness & Defence Organisations"",""General Knowledge""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0419,General Awareness & Defence Organisations,Defence Organisations,Medium,MCQ,The Border Security Force (BSF) primarily guards which type of border?,Only state-to-state internal borders,Only the Line of Actual Control with China,Only coastal maritime boundaries,"India's international borders, particularly with Pakistan and Bangladesh",D,"BSF is one of India's largest paramilitary forces, tasked with guarding international borders during peacetime.","During war, BSF units may also support the Army in various operational roles.",15,45,"{""General Awareness & Defence Organisations"",""Defence Organisations""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0420,General Awareness & Defence Organisations,Defence Organisations,Medium,MCQ,The Indo-Tibetan Border Police (ITBP) primarily guards which sector of India's border?,The Himalayan border with China (Line of Actual Control),The Pakistan border in Punjab,The Bangladesh border,The Myanmar border,A,ITBP personnel are specially trained for high-altitude and mountainous terrain operations along the northern border.,They also play a role in disaster response operations in the Himalayan region.,15,45,"{""General Awareness & Defence Organisations"",""Defence Organisations""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0421,General Awareness & Defence Organisations,Defence Organisations,Medium,MCQ,"The Sashastra Seema Bal (SSB force, distinct from the Services Selection Board) primarily guards which borders?",The Pakistan border,The Nepal and Bhutan borders,The China border,The maritime borders,B,"This paramilitary force secures India's open borders with Nepal and Bhutan, which differ in nature from heavily fenced borders elsewhere.",It also plays a role in community engagement and development in border areas.,15,45,"{""General Awareness & Defence Organisations"",""Defence Organisations""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0422,General Awareness & Defence Organisations,Defence Organisations,Medium,MCQ,"The Central Reserve Police Force (CRPF), India's largest central paramilitary force, primarily handles which duties?",Air traffic control,Guarding international maritime borders exclusively,Internal security and counter-insurgency operations,Space launch security,C,"CRPF is deployed extensively for internal security duties, including counter-insurgency and law and order support to states.",It is one of the largest paramilitary organisations in the world by personnel strength.,15,45,"{""General Awareness & Defence Organisations"",""Defence Organisations""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0423,General Awareness & Defence Organisations,Defence Organisations,Medium,MCQ,"The National Security Guard (NSG), known as the 'Black Cats', specialises in which type of operations?",Traffic management,Routine border patrol,Coastal fishing regulation,Counter-terrorism and hostage rescue,D,"NSG commandos are trained for high-risk counter-terrorism operations, including hostage rescue scenarios.",They gained significant public attention for their role in responding to the 2008 Mumbai terror attacks.,15,45,"{""General Awareness & Defence Organisations"",""Defence Organisations""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0424,General Awareness & Defence Organisations,Defence Organisations,Medium,MCQ,"The Assam Rifles, one of India's oldest paramilitary forces, operates primarily in which region?",The North-Eastern states,Rajasthan,Jammu and Kashmir,The southern coastal states,A,"Assam Rifles has a dual role of counter-insurgency and, in peacetime, border guarding duties in the North-East.","It has a history dating back to the 19th century, making it one of India's oldest security forces.",15,45,"{""General Awareness & Defence Organisations"",""Defence Organisations""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0425,General Awareness & Defence Organisations,Ministries,Medium,MCQ,"The Ministry of Defence in India is typically organised into several departments, including which of these?",Only a single unified Department of War,"Department of Defence, Department of Defence Production, and Department of Defence R&D",Department of Foreign Trade exclusively,Department of Civil Aviation exclusively,B,"This departmental structure allows for specialised focus on policy, production, and research aspects of defence.",A separate Department of Ex-Servicemen Welfare also addresses veteran affairs.,15,45,"{""General Awareness & Defence Organisations"",""Ministries""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0426,General Awareness & Defence Organisations,Historical Context,Medium,MCQ,"The Kargil Review Committee, along with subsequent Group of Ministers reports, led to reforms addressing which broad area?",Only agricultural subsidy policy,Only civil aviation safety,"National security structures, including intelligence and defence coordination",Only urban infrastructure planning,C,"These reforms shaped several institutional changes over the following two decades, including eventually the creation of the CDS post.",The reports also emphasised the importance of coordinated intelligence gathering and analysis.,15,45,"{""General Awareness & Defence Organisations"",""Historical Context""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0427,General Awareness & Defence Organisations,Historical Context,Medium,MCQ,"The post of Chief of Defence Staff (CDS), created in 2019, is intended to provide what kind of coordination?",Command exclusively over paramilitary forces,Direct command over all civilian ministries,Command exclusively over the Air Force,Single-point military advice to the government and better tri-service coordination,D,"The CDS also heads the Department of Military Affairs, aimed at improving jointness among the three services.",General Bipin Rawat was the first officer to hold this position.,15,45,"{""General Awareness & Defence Organisations"",""Historical Context""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0428,General Awareness & Defence Organisations,Selection Process,Medium,MCQ,Which of these is generally NOT a stage of the standard SSB selection process?,A written multiple-choice-only final round with no interview or group tasks,"Screening test (verbal and non-verbal reasoning, picture perception)",Psychological tests,Group testing tasks and personal interview,A,"The SSB process combines psychological assessment, group tasks, and interviews rather than relying on written tests alone at this stage.",Candidates who clear the initial screening proceed through several days of holistic assessment.,15,45,"{""General Awareness & Defence Organisations"",""Selection Process""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0429,General Awareness & Defence Organisations,Selection Process,Medium,MCQ,"The Thematic Apperception Test (TAT), part of SSB psychological testing, primarily assesses what?",Physical fitness levels,How a candidate perceives and responds to ambiguous picture-based scenarios,Mathematical aptitude,Memory recall of factual information,B,"In TAT, candidates write stories based on pictures shown briefly, revealing aspects of their personality and thought processes.",This is one of several psychological tests used alongside the Word Association Test and Situation Reaction Test.,15,45,"{""General Awareness & Defence Organisations"",""Selection Process""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0430,General Awareness & Defence Organisations,Selection Process,Medium,MCQ,"The Word Association Test (WAT), part of SSB assessment, requires candidates to do what?",Memorise a list of vocabulary words,Solve mathematical word problems,Write the first thought that comes to mind for a series of words shown briefly,Debate a topic with fellow candidates,C,WAT is designed to reveal spontaneous reactions and underlying personality traits through quick word associations.,Candidates typically have only a few seconds to respond to each word before moving to the next.,15,45,"{""General Awareness & Defence Organisations"",""Selection Process""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0431,General Awareness & Defence Organisations,Selection Process,Medium,MCQ,"The Situation Reaction Test (SRT), part of SSB assessment, presents candidates with what kind of material?",Mathematical puzzles,Physical obstacle courses,Group debate topics,A series of everyday situations requiring a written response on how they would react,D,"SRT reveals how a candidate might practically respond to common life situations, reflecting their decision-making tendencies.","Responses are assessed for qualities like initiative, responsibility, and social adaptability.",15,45,"{""General Awareness & Defence Organisations"",""Selection Process""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0432,General Awareness & Defence Organisations,Selection Process,Medium,MCQ,Group Discussion and Group Planning Exercises during SSB primarily assess which qualities?,"Leadership, communication, and teamwork abilities",Only physical strength,Only academic knowledge of current affairs,Only artistic skill,A,"These group-based tasks reveal how candidates interact, lead, and cooperate with peers under semi-structured conditions.","Genuine, natural participation is generally valued more than trying to dominate or stay silent throughout.",15,45,"{""General Awareness & Defence Organisations"",""Selection Process""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0433,General Awareness & Defence Organisations,Selection Process,Medium,MCQ,The Personal Interview during SSB is generally intended to assess a candidate's what?,Only their physical fitness test scores,"Overall personality, background, and suitability as viewed holistically",Only their exam marks in school,Only their family's financial background,B,"Interviewers explore a candidate's background, interests, and thought processes to assess their overall suitability.","Honesty and consistency across all testing stages, including the interview, are generally considered important.",15,45,"{""General Awareness & Defence Organisations"",""Selection Process""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0434,General Awareness & Defence Organisations,General Knowledge,Medium,MCQ,"The Territorial Army motto, reflecting its citizen-soldier ethos, is often summarised by which idea?",Foreign mercenary service,Full-time exclusive military service only,Balancing civilian careers with voluntary military service,Purely ceremonial functions with no operational role,C,"The Territorial Army allows citizens to serve part-time, providing a flexible reserve force for the regular Army.",Members undergo periodic training while continuing their primary civilian occupations.,15,45,"{""General Awareness & Defence Organisations"",""General Knowledge""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0435,General Awareness & Defence Organisations,General Knowledge,Medium,MCQ,"Sainik Schools, which prepare students for potential careers in the armed forces, are primarily aimed at?",Only training students in vocational trades unrelated to defence,Only training students already commissioned as officers,Only preparing students for civil services exams,Providing quality education with a focus on developing qualities useful for future defence careers,D,Sainik Schools offer a structured curriculum that helps students prepare for exams like NDA in later years.,They were established with the aim of increasing the pool of candidates prepared for a defence career from diverse backgrounds.,15,45,"{""General Awareness & Defence Organisations"",""General Knowledge""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0436,General Awareness & Defence Organisations,General Knowledge,Medium,MCQ,"Rashtriya Military Schools, similar in spirit to Sainik Schools, primarily aim to do what?",Prepare students for entry into the NDA and other defence academies,Focus purely on vocational agricultural training,Serve only as finishing schools with no defence focus,"Train only serving soldiers' children exclusively, with no other eligibility",A,These schools provide a structured environment to help nurture qualities and academic preparation relevant to a defence career.,"They are distinct from, but share similar goals with, the Sainik Schools network.",15,45,"{""General Awareness & Defence Organisations"",""General Knowledge""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0437,General Awareness & Defence Organisations,General Knowledge,Medium,MCQ,War memorials like the National War Memorial in Delhi primarily serve what purpose?,Serving as active military command centres,Honouring and commemorating fallen soldiers,Functioning as recruitment offices,Serving as weapons storage facilities,B,The National War Memorial lists the names of soldiers who made the ultimate sacrifice in various conflicts since independence.,"It complements the older India Gate, which specifically commemorates soldiers from the World Wars and earlier conflicts.",15,45,"{""General Awareness & Defence Organisations"",""General Knowledge""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0438,General Awareness & Defence Organisations,General Knowledge,Medium,MCQ,India Gate in New Delhi was originally built to commemorate Indian soldiers who died in which conflicts?,Only the Kargil War,Only the 1971 war,World War I and the Third Anglo-Afghan War,Only the 1962 war,C,India Gate was built by the British to honour Indian soldiers who died fighting in World War I and later conflicts.,It has since become a broader symbol of national remembrance and a popular public landmark in Delhi.,15,45,"{""General Awareness & Defence Organisations"",""General Knowledge""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0439,General Awareness & Defence Organisations,General Knowledge,Medium,MCQ,Which day is observed annually to honour the contribution and sacrifices of India's veterans?,Constitution Day,Republic Day,Independence Day,Armed Forces Flag Day (7 December),D,Armed Forces Flag Day involves fundraising and awareness efforts to support the welfare of veterans and their families.,Funds collected are used to support the rehabilitation of disabled soldiers and welfare of war widows.,15,45,"{""General Awareness & Defence Organisations"",""General Knowledge""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0440,General Awareness & Defence Organisations,Selection Process,Medium,MCQ,Medical examinations for defence services candidates are typically conducted at which type of facility?,Military hospitals or designated medical boards,Any private clinic of the candidate's choice,Only civilian government hospitals with no specific defence protocol,Only online self-assessment forms,A,Medical Boards assess candidates against specific medical standards required for military service.,Candidates found unfit for certain reasons can sometimes appeal for a review or re-examination in specific cases.,15,45,"{""General Awareness & Defence Organisations"",""Selection Process""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0441,General Awareness & Defence Organisations,General Knowledge,Medium,MCQ,"Which term describes the sense of camaraderie, pride, and loyalty soldiers feel toward their unit or regiment?",Officer Like Qualities,Esprit de corps,Chain of command,Order of precedence,B,"Esprit de corps fosters unity, morale, and a shared sense of purpose within military units.","Regimental history, traditions, and shared hardships all contribute to building this sense of belonging.",15,45,"{""General Awareness & Defence Organisations"",""General Knowledge""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0442,General Awareness & Defence Organisations,General Knowledge,Medium,MCQ,The 'chain of command' in military organisations refers to what concept?,A ceremonial decoration worn by senior officers,A physical chain used to secure military equipment,The hierarchical structure through which orders and authority flow,A type of communication cable used in field operations,C,A clear chain of command ensures orders are transmitted efficiently and accountability is maintained at every level.,Understanding and respecting this structure is considered a foundational aspect of military discipline.,15,45,"{""General Awareness & Defence Organisations"",""General Knowledge""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0443,General Awareness & Defence Organisations,General Knowledge,Medium,MCQ,Which of these best describes the concept of 'jointmanship' as discussed in recent Indian defence reforms?,A method of physical training exercises,A legal term for property ownership disputes,A term describing joint civilian-military businesses,"Increased coordination and integration among the Army, Navy, and Air Force",D,Jointmanship aims to improve coordination between the services for more efficient and effective military operations.,The creation of the CDS post and plans for integrated theatre commands both reflect this broader push.,15,45,"{""General Awareness & Defence Organisations"",""General Knowledge""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0444,General Awareness & Defence Organisations,General Knowledge,Medium,MCQ,"'Theatre Commands', a structural reform being implemented in India's armed forces, primarily aim to do what?","Integrate Army, Navy, and Air Force assets under unified regional commanders",Separate the three services into fully independent command structures with no coordination,Eliminate the need for any regional commands altogether,Focus exclusively on naval operations,A,Theatre commands are intended to ensure all three services can operate seamlessly together in a specific geographic theatre.,"Several countries, including the United States, have used similar integrated command models for years.",15,45,"{""General Awareness & Defence Organisations"",""General Knowledge""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0445,General Awareness & Defence Organisations,General Knowledge,Medium,MCQ,"The 'Agnipath' scheme, introduced in 2022, primarily reformed which aspect of India's armed forces?",Officer promotion criteria only,Recruitment of soldiers (Agniveers) for a shorter initial tenure,Pension calculations for veterans only,Procurement of fighter aircraft only,B,"Agnipath introduced a new recruitment model with a shorter initial service period, followed by options for a smaller percentage to continue in regular service.",The scheme generated significant public debate regarding its implications for long-term military career structures.,15,45,"{""General Awareness & Defence Organisations"",""General Knowledge""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0446,General Awareness & Defence Organisations,General Knowledge,Medium,MCQ,Which government body is responsible for awarding pensions and welfare benefits to India's ex-servicemen?,Ministry of Labour and Employment exclusively,Ministry of Home Affairs,"Department of Ex-Servicemen Welfare, under the Ministry of Defence","State governments exclusively, with no central role",C,"This department handles matters like pensions, resettlement, and welfare schemes specifically for military veterans and their families.",It works alongside organisations like the Kendriya Sainik Board at both central and state levels.,15,45,"{""General Awareness & Defence Organisations"",""General Knowledge""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0447,General Awareness & Defence Organisations,General Knowledge,Easy,MCQ,'Vande Mataram' and the national anthem 'Jana Gana Mana' are both prominently featured during which type of national event?,Only academic examinations,Only private family functions,Only sporting events unrelated to national days,Major national ceremonies including Republic Day and Independence Day,D,"Both songs hold significant national importance, with 'Jana Gana Mana' serving as India's official national anthem.",Understanding their historical context is often considered valuable general knowledge for defence aspirants.,10,45,"{""General Awareness & Defence Organisations"",""General Knowledge""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0448,World Military History,World Wars,Easy,MCQ,World War I began in which year?,1914,1917,1939,1918,A,The war began in 1914 following the assassination of Archduke Franz Ferdinand and lasted until 1918.,"Over a million Indian soldiers served during World War I, fighting in various theatres including Europe and the Middle East.",10,45,"{""World Military History"",""World Wars""}",NDA/CDS,AI-generated for Forge platform
DEF-0449,World Military History,World Wars,Easy,MCQ,"World War II began in which year, with Germany's invasion of Poland?",1914,1939,1945,1929,B,The war lasted from 1939 to 1945 and involved the vast majority of the world's nations in some capacity.,"India contributed the largest volunteer army in history during WWII, with over 2.5 million personnel serving.",10,45,"{""World Military History"",""World Wars""}",NDA/CDS,AI-generated for Forge platform
DEF-0450,World Military History,World Wars,Medium,MCQ,Which event is widely considered to have triggered the start of World War I?,The invasion of Poland,The bombing of Pearl Harbor,The assassination of Archduke Franz Ferdinand,The signing of the Treaty of Versailles,C,The assassination in Sarajevo set off a chain of alliances and declarations of war that rapidly escalated into a global conflict.,This event is often cited as a classic example of how localised incidents can trigger wider conflicts through alliance systems.,15,45,"{""World Military History"",""World Wars""}",NDA/CDS,AI-generated for Forge platform
DEF-0451,World Military History,World Wars,Medium,MCQ,"The bombing of Pearl Harbor, which drew the United States into World War II, was conducted by which country?",Soviet Union,Germany,Italy,Japan,D,Japan's surprise attack on the US naval base in Hawaii in December 1941 led to America's formal entry into the war.,This event significantly shifted the balance and scale of the global conflict.,15,45,"{""World Military History"",""World Wars""}",NDA/CDS,AI-generated for Forge platform
DEF-0452,World Military History,World Wars,Medium,MCQ,Which treaty formally ended World War I and imposed significant terms on Germany?,Treaty of Versailles,Treaty of Tashkent,Treaty of Shimla,Treaty of Vienna,A,"The 1919 Treaty of Versailles imposed reparations and territorial losses on Germany, contributing to future tensions.",Many historians view the harsh terms of this treaty as a contributing factor to the rise of tensions leading to World War II.,15,45,"{""World Military History"",""World Wars""}",NDA/CDS,AI-generated for Forge platform
DEF-0453,World Military History,World Wars,Medium,MCQ,"D-Day, a major Allied invasion during World War II, refers to the landings at which location?","Okinawa, Japan","Normandy, France","Stalingrad, Soviet Union","Berlin, Germany",B,The Normandy landings in June 1944 marked a major turning point in the campaign to liberate Western Europe.,It remains one of the largest amphibious military operations in history.,15,45,"{""World Military History"",""World Wars""}",NDA/CDS,AI-generated for Forge platform
DEF-0454,World Military History,World Wars,Medium,MCQ,"Which two cities in Japan were struck by atomic bombs in August 1945, leading to Japan's surrender?",Kyoto and Nagoya,Tokyo and Osaka,Hiroshima and Nagasaki,Yokohama and Kobe,C,"The atomic bombings remain the only use of nuclear weapons in warfare in history, prompting Japan's surrender shortly after.",These events also profoundly shaped subsequent global nuclear weapons policy and disarmament discussions.,15,45,"{""World Military History"",""World Wars""}",NDA/CDS,AI-generated for Forge platform
DEF-0455,World Military History,World Wars,Medium,MCQ,"The Indian National Army (INA), formed to fight for India's independence during WWII, was led by which prominent leader?",Bhagat Singh,Mahatma Gandhi,Jawaharlal Nehru,Subhas Chandra Bose,D,"Bose led the INA with support from Japan, aiming to liberate India from British rule through armed struggle.",The INA's trials after the war became a significant rallying point for the Indian independence movement.,15,45,"{""World Military History"",""World Wars""}",NDA/CDS,AI-generated for Forge platform
DEF-0456,World Military History,Cold War,Medium,MCQ,The Cold War primarily refers to the geopolitical tension between which two superpowers?,The United States and the Soviet Union,China and Japan,India and Pakistan,United Kingdom and France,A,"The Cold War, spanning roughly from the late 1940s to the early 1990s, involved ideological, military, and economic rivalry.","It shaped much of the 20th century's global military alliances, arms races, and regional conflicts.",15,45,"{""World Military History"",""Cold War""}",NDA/CDS,AI-generated for Forge platform
DEF-0457,World Military History,Cold War,Medium,MCQ,The Cuban Missile Crisis of 1962 involved a standoff between the United States and which country?,China,Soviet Union,"Cuba acting entirely independently, with no Soviet involvement",United Kingdom,B,"The crisis arose after the Soviet Union placed nuclear missiles in Cuba, prompting a tense standoff with the United States.",It is widely regarded as one of the closest moments the world came to nuclear war during the Cold War.,15,45,"{""World Military History"",""Cold War""}",NDA/CDS,AI-generated for Forge platform
DEF-0458,World Military History,Cold War,Medium,MCQ,The fall of the Berlin Wall in 1989 symbolised the beginning of the end of which broader political division?,The partition of India,The division between North and South Korea,"The division between East and West Germany, and broadly the Cold War order",The division of Vietnam,C,The wall's fall paved the way for German reunification and symbolised the broader collapse of Soviet-aligned governments in Eastern Europe.,It remains one of the most iconic images marking the end of the Cold War era.,15,45,"{""World Military History"",""Cold War""}",NDA/CDS,AI-generated for Forge platform
DEF-0459,World Military History,Modern Conflicts,Medium,MCQ,The Gulf War of 1990-91 was primarily triggered by Iraq's invasion of which country?,Israel,Saudi Arabia,Iran,Kuwait,D,A US-led international coalition intervened to expel Iraqi forces from Kuwait following the invasion.,The conflict showcased significant advances in precision-guided weaponry and modern combined-arms warfare.,15,45,"{""World Military History"",""Modern Conflicts""}",NDA/CDS,AI-generated for Forge platform
DEF-0460,World Military History,Modern Conflicts,Medium,MCQ,"The September 11, 2001 attacks in the United States led directly to military action in which country shortly after?",Afghanistan,Iraq,Iran,Syria,A,The US launched military operations in Afghanistan targeting al-Qaeda and the Taliban government that had sheltered them.,This marked the beginning of a prolonged conflict that lasted roughly two decades.,15,45,"{""World Military History"",""Modern Conflicts""}",NDA/CDS,AI-generated for Forge platform
DEF-0461,World Military History,International Organisations,Medium,MCQ,"NATO, a major military alliance, was originally formed primarily to counter which perceived threat?",China's rise in the 21st century,The Soviet Union during the Cold War,Piracy in the Indian Ocean,Terrorism in the Middle East,B,NATO was established in 1949 as a collective defence alliance among Western nations against Soviet expansion.,It has since evolved and expanded its membership and mission scope significantly since the Cold War's end.,15,45,"{""World Military History"",""International Organisations""}",NDA/CDS,AI-generated for Forge platform
DEF-0462,World Military History,International Organisations,Medium,MCQ,"The United Nations, established after World War II, has its headquarters in which city?",The Hague,Geneva,New York City,Brussels,C,"The UN was founded in 1945 to promote international peace, security, and cooperation among member states.","Several UN agencies and bodies, however, are headquartered in other cities like Geneva and Vienna.",15,45,"{""World Military History"",""International Organisations""}",NDA/CDS,AI-generated for Forge platform
